Id,Sub-Category,Name
OFF-ST-10003996,5,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite"
OFF-BI-10002571,9,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2"""
OFF-PA-10000477,11,Xerox 1952
OFF-BI-10004209,9,"Fellowes Twister Kit, Gray/Clear, 3/pkg"
TEC-AC-10002800,12,Plantronics Audio 478 Stereo USB Headset
FUR-TA-10003954,4,Hon 94000 Series Round Tables
TEC-AC-10003289,12,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard
TEC-PH-10002468,8,"Plantronics CS 50-USB - headset - Convertible, Monaural"
OFF-PA-10001295,11,Computer Printout Paper with Letter-Trim Perforations
OFF-LA-10000248,3,Avery 52
OFF-FA-10004076,14,Translucent Push Pins by OIC
OFF-LA-10004008,3,Avery 507
OFF-AR-10001177,7,Newell 349
OFF-BI-10001718,9,GBC DocuBind P50 Personal Binding Machine
OFF-AR-10004602,7,Boston KS Multi-Size Manual Pencil Sharpener
OFF-ST-10000078,5,Tennsco 6- and 18-Compartment Lockers
OFF-PA-10000357,11,Xerox 1888
OFF-AR-10004272,7,Newell 308
TEC-PH-10001578,8,Polycom SoundStation2 EX Conference phone
OFF-ST-10003638,5,Mobile Personal File Cube
FUR-BO-10002213,1,DMI Eclipse Executive Suite Bookcases
OFF-EN-10003040,13,Quality Park Security Envelopes
TEC-PH-10000923,8,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia"
FUR-FU-10003623,6,"DataProducts Ampli Magnifier Task Lamp, Black,"
OFF-AP-10000124,10,Acco 6 Outlet Guardian Basic Surge Suppressor
OFF-AR-10004511,7,"Sanford Colorific Scented Colored Pencils, 12/Pack"
OFF-PA-10003883,11,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5"""
TEC-PH-10002807,8,Motorla HX550 Universal Bluetooth Headset
FUR-FU-10002364,6,"Eldon Expressions Wood Desk Accessories, Oak"
OFF-SU-10001664,15,Acme Office Executive Series Stainless Steel Trimmers
FUR-TA-10003238,4,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"
TEC-PH-10001536,8,Spigen Samsung Galaxy S5 Case Wallet
OFF-AR-10004956,7,Newell 33
OFF-AR-10003696,7,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop
OFF-PA-10000551,11,Array Memo Cubes
OFF-BI-10004506,9,Wilson Jones data.warehouse D-Ring Binders with DublLock
OFF-PA-10000740,11,Xerox 1982
FUR-CH-10002084,2,Hon Mobius Operator's Chair
OFF-AP-10000692,10,Fellowes Mighty 8 Compact Surge Protector
OFF-AP-10000252,10,Harmony HEPA Quiet Air Purifiers
FUR-FU-10004748,6,"Howard Miller 16"" Diameter Gallery Wall Clock"
FUR-FU-10001473,6,"Eldon Executive Woodline II Desk Accessories, Mahogany"
OFF-AR-10000538,7,"Boston Model 1800 Electric Pencil Sharpener, Gray"
TEC-PH-10001079,8,Polycom SoundPoint Pro SE-225 Corded phone
OFF-AP-10003842,10,Euro-Pro Shark Turbo Vacuum
FUR-CH-10000553,2,"Metal Folding Chairs, Beige, 4/Carton"
OFF-AR-10003469,7,Nontoxic Chalk
OFF-PA-10003790,11,Xerox 1991
FUR-BO-10002202,1,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors"
OFF-AP-10002765,10,Fellowes Advanced Computer Series Surge Protectors
OFF-ST-10003692,5,Recycled Steel Personal File for Hanging File Folders
TEC-PH-10001051,8,HTC One
OFF-AR-10000817,7,Manco Dry-Lighter Erasable Highlighter
OFF-SU-10000952,15,Fiskars Home & Office Scissors
FUR-FU-10004597,6,Eldon Cleatmat Chair Mats for Medium Pile Carpets
OFF-BI-10002982,9,Avery Self-Adhesive Photo Pockets for Polaroid Photos
OFF-PA-10004285,11,Xerox 1959
OFF-AP-10001391,10,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center
OFF-PA-10000477,11,Xerox 22
TEC-PH-10001944,8,Wi-Ex zBoost YX540 Cellular Phone Signal Booster
OFF-PA-10001776,11,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book"
TEC-AC-10004145,12,Logitech diNovo Edge Keyboard
OFF-PA-10003919,11,Xerox 1989
OFF-PA-10002001,11,Xerox 1984
OFF-PA-10002787,11,Xerox 227
OFF-ST-10003123,5,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems
FUR-FU-10000308,6,Deflect-o Glass Clear Studded Chair Mats
TEC-CO-10003763,17,Canon PC1060 Personal Laser Copier
FUR-TA-10001866,4,Bevis Round Conference Room Tables and Bases
OFF-AP-10002222,10,Staple holder
OFF-PA-10003971,11,Xerox 1965
OFF-AP-10004036,10,Bionaire 99.97% HEPA Air Cleaner
OFF-AP-10002287,10,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags"
FUR-TA-10001950,4,Balt Solid Wood Round Tables
TEC-PH-10001527,8,Plantronics MX500i Earset
TEC-AC-10003095,12,Logitech G35 7.1-Channel Surround Sound Headset
TEC-AC-10000358,12,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB
OFF-EN-10004147,13,Wausau Papers Astrobrights Colored Envelopes
FUR-FU-10001468,6,Tenex Antistatic Computer Chair Mats
OFF-PA-10000380,11,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages"
OFF-AP-10000026,10,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection
OFF-PA-10003936,11,Xerox 1994
FUR-FU-10002501,6,Nu-Dell Executive Frame
OFF-AP-10001205,10,Belkin 5 Outlet SurgeMaster Power Centers
OFF-PA-10000659,11,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page"
OFF-BI-10004141,9,Insertable Tab Indexes For Data Binders
OFF-BI-10000632,9,Satellite Sectional Post Binders
TEC-AC-10004864,12,Memorex Micro Travel Drive 32 GB
TEC-MA-10000597,16,Lexmark S315 Color Inkjet Printer
OFF-PA-10002960,11,Xerox 1926
OFF-PA-10000919,11,Xerox 1918
OFF-BI-10001553,9,SpineVue Locking Slant-D Ring Binders by Cardinal
OFF-AP-10004540,10,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue"
FUR-CH-10001714,2,"Global Leather & Oak Executive Chair, Burgundy"
FUR-FU-10002298,6,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle"
OFF-AR-10000315,7,"Dixon Ticonderoga Maple Cedar Pencil, #2"
OFF-FA-10000936,14,Acco Hot Clips Clips to Go
OFF-SU-10004768,15,Acme Kleencut Forged Steel Scissors
OFF-PA-10002581,11,Xerox 1951
FUR-FU-10004848,6,DAX Solid Wood Frames
OFF-AP-10002403,10,Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors
OFF-AR-10003087,7,Staples in misc. colors
TEC-PH-10000141,8,Clearsounds A400
TEC-CO-10000971,17,Hewlett Packard 310 Color Digital Copier
OFF-FA-10001229,14,Staples
OFF-BI-10002437,9,Recycled Premium Regency Composition Covers
OFF-PA-10004255,11,Xerox 219
OFF-PA-10001184,11,Xerox 1903
TEC-AC-10002637,12,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black)
FUR-BO-10000780,1,O'Sullivan Plantations 2-Door Library in Landvery Oak
TEC-PH-10003072,8,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System
TEC-MA-10000112,16,Panasonic KX MB2061 Multifunction Printer
TEC-AC-10004171,12,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset
FUR-TA-10002645,4,Hon Rectangular Conference Tables
OFF-BI-10003784,9,Computer Printout Index Tabs
OFF-BI-10001617,9,GBC Wire Binding Combs
FUR-CH-10002439,2,"Iceberg Nesting Folding Chair, 19w x 6d x 43h"
OFF-AP-10003057,10,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room
FUR-TA-10000849,4,Bevis Rectangular Conference Tables
OFF-EN-10002973,13,Ampad #10 Peel & Seel Holiday Envelopes
OFF-BI-10003963,9,Cardinal Holdit Data Disk Pockets
OFF-LA-10000081,3,Avery 496
OFF-PA-10000726,11,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7"""
OFF-PA-10004983,11,Xerox 23
FUR-FU-10002107,6,Eldon Pizzaz Desk Accessories
FUR-BO-10002213,1,"Sauder Forest Hills Library, Woodland Oak Finish"
FUR-CH-10001190,2,Global Deluxe High-Back Office Chair in Storm
TEC-AC-10000682,12,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse
OFF-LA-10004545,3,Avery 50
OFF-SU-10002557,15,Fiskars Spring-Action Scissors
TEC-PH-10000912,8,Anker 24W Portable Micro USB Car Charger
OFF-ST-10001837,5,"SAFCO Mobile Desk Side File, Wire Frame"
OFF-AR-10001473,7,Newell 313
TEC-PH-10001835,8,Jawbone JAMBOX Wireless Bluetooth Speaker
OFF-PA-10002245,11,Xerox 1895
OFF-EN-10004483,13,"#10 White Business Envelopes,4 1/8 x 9 1/2"
OFF-SU-10000151,15,High Speed Automatic Electric Letter Opener
OFF-AP-10001293,10,Belkin 8 Outlet Surge Protector
TEC-PH-10000675,8,Panasonic KX TS3282B Corded phone
OFF-ST-10003470,5,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units"
OFF-LA-10004559,3,Avery 49
OFF-AP-10002651,10,Hoover Upright Vacuum With Dirt Cup
TEC-AC-10002550,12,Maxell 4.7GB DVD-RW 3/Pack
OFF-BI-10000829,9,Avery Non-Stick Binders
TEC-PH-10002555,8,Nortel Meridian M5316 Digital phone
FUR-BO-10003450,1,"Bush Westfield Collection Bookcases, Dark Cherry Finish"
FUR-FU-10004665,6,"3M Polarizing Task Lamp with Clamp Arm, Light Gray"
TEC-PH-10000369,8,HTC One Mini
TEC-AC-10001590,12,Dell Slim USB Multimedia Keyboard
FUR-FU-10004909,6,Contemporary Wood/Metal Frame
FUR-BO-10004357,1,O'Sullivan Living Dimensions 3-Shelf Bookcases
TEC-AC-10000387,12,KeyTronic KT800P2 - Keyboard - Black
OFF-BI-10001308,9,GBC Standard Plastic Binding Systems' Combs
OFF-AP-10002734,10,Holmes Harmony HEPA Air Purifier for 17 x 20 Room
FUR-FU-10004587,6,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack"
TEC-PH-10004833,8,Macally Suction Cup Mount
FUR-FU-10001847,6,Eldon Image Series Black Desk Accessories
FUR-FU-10002045,6,"Executive Impressions 14"""
FUR-FU-10004671,6,"Executive Impressions 12"" Wall Clock"
FUR-TA-10003569,4,Bretford CR8500 Series Meeting Room Furniture
TEC-PH-10002310,8,Plantronics Calisto P620-M USB Wireless Speakerphone System
OFF-PA-10001752,11,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright)
TEC-MA-10003356,16,Panasonic KX MC6040 Color Laser Multifunction Printer
OFF-AR-10003727,7,Berol Giant Pencil Sharpener
TEC-AC-10001635,12,KeyTronic KT400U2 - Keyboard - Black
OFF-LA-10003663,3,Avery 498
TEC-CO-10004722,17,Canon imageCLASS 2200 Advanced Copier
TEC-MA-10002210,16,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop
OFF-BI-10003196,9,Accohide Poly Flexible Ring Binders
FUR-CH-10002017,2,SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair
FUR-FU-10003829,6,Stackable Trays
OFF-PA-10000697,11,"TOPS Voice Message Log Book, Flash Format"
OFF-AR-10004691,7,Boston 1730 StandUp Electric Pencil Sharpener
FUR-FU-10004270,6,"Executive Impressions 13"" Clairmont Wall Clock"
OFF-BI-10000948,9,"GBC Laser Imprintable Binding System Covers, Desert Sand"
OFF-PA-10000223,11,Xerox 2000
OFF-PA-10000062,11,Green Bar Computer Printout Paper
FUR-BO-10003404,1,"Global Adaptabilites Bookcase, Cherry/Storm Gray Finish"
OFF-BI-10004233,9,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11"""
TEC-PH-10002834,8,Google Nexus 5
FUR-CH-10003761,2,Global Italian Leather Office Chair
OFF-PA-10004665,11,Advantus Motivational Note Cards
OFF-BI-10001196,9,"Avery Flip-Chart Easel Binder, Black"
TEC-MA-10002981,16,I.R.I.S IRISCard Anywhere 5 Card Scanner
TEC-PH-10003601,8,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver"
OFF-BI-10002003,9,Ibico Presentation Index for Binding Systems
OFF-PA-10003016,11,"Adams ""While You Were Out"" Message Pads"
OFF-PA-10002246,11,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book"
TEC-PH-10002890,8,AT&T 17929 Lendline Telephone
TEC-MA-10003626,16,Hewlett-Packard Deskjet 6540 Color Inkjet Printer
TEC-MA-10002412,16,Cisco TelePresence System EX90 Videoconferencing Unit
OFF-AR-10003183,7,Avery Fluorescent Highlighter Four-Color Set
OFF-PA-10002319,11,Xerox 1944
OFF-PA-10001246,11,Xerox 215
OFF-PA-10001815,11,Xerox 1885
FUR-FU-10001876,6,"Computer Room Manger, 14"""
TEC-PH-10004531,8,AT&T CL2909
TEC-PH-10000673,8,Plantronics Voyager Pro HD - Bluetooth Headset
TEC-PH-10002075,8,AT&T EL51110 DECT
TEC-PH-10003691,8,BlackBerry Q10
OFF-SU-10000157,15,Compact Automatic Electric Letter Opener
TEC-AC-10004227,12,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card
TEC-AC-10004127,12,SanDisk Cruzer 8 GB USB Flash Drive
FUR-CH-10002758,2,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back"
OFF-ST-10000532,5,Advantus Rolling Drawer Organizers
TEC-AC-10003709,12,Maxell 4.7GB DVD-R 5/Pack
OFF-BI-10003166,9,GBC Plasticlear Binding Covers
OFF-ST-10004835,5,Plastic Stacking Crates & Casters
OFF-AP-10000159,10,Belkin F9M820V08 8 Outlet Surge
OFF-AP-10001242,10,APC 7 Outlet Network SurgeArrest Surge Protector
TEC-AC-10003433,12,Maxell 4.7GB DVD+R 5/Pack
TEC-PH-10003187,8,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger
OFF-FA-10002763,14,Advantus Map Pennant Flags and Round Head Tacks
OFF-PA-10004239,11,Xerox 1953
OFF-PA-10004782,11,Xerox 228
FUR-FU-10001185,6,"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2"
OFF-PA-10003270,11,Xerox 1954
OFF-PA-10002421,11,Embossed Ink Jet Note Cards
OFF-PA-10002923,11,Xerox 1942
OFF-ST-10001128,5,"Carina Mini System Audio Rack, Model AR050B"
OFF-PA-10000520,11,Xerox 201
FUR-FU-10003832,6,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry"
FUR-FU-10000409,6,"GE 4 Foot Flourescent Tube, 40 Watt"
TEC-PH-10004389,8,Nokia Lumia 925
OFF-SU-10000946,15,Staple remover
FUR-FU-10001546,6,Dana Swing-Arm Lamps
OFF-PA-10000791,11,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book"
OFF-PA-10003739,11,Xerox 1969
FUR-FU-10000771,6,"Eldon 200 Class Desk Accessories, Smoke"
OFF-ST-10002615,5,"Dual Level, Single-Width Filing Carts"
OFF-PA-10000327,11,Xerox 1971
OFF-EN-10003286,13,Staple envelope
OFF-AR-10003772,7,Boston 16750 Black Compact Battery Pencil Sharpener
OFF-AR-10003338,7,"Eberhard Faber 3 1/2"" Golf Pencils"
FUR-FU-10002116,6,"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats"
FUR-CH-10000422,2,Global Highback Leather Tilter in Burgundy
FUR-FU-10002685,6,"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock"
FUR-FU-10004963,6,"Eldon 400 Class Desk Accessories, Black Carbon"
OFF-BI-10000174,9,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear"
FUR-CH-10004875,2,Harbour Creations 67200 Series Stacking Chairs
FUR-FU-10000305,6,"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12"""
TEC-PH-10001459,8,Samsung Galaxy Mega 6.3
FUR-FU-10002445,6,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7"
OFF-PA-10000213,11,Xerox 198
FUR-CH-10001797,2,"Safco Chair Connectors, 6/Carton"
OFF-PA-10003848,11,Xerox 1997
FUR-FU-10000755,6,Eldon Expressions Mahogany Wood Desk Collection
OFF-BI-10004654,9,VariCap6 Expandable Binder
FUR-FU-10000550,6,Stacking Trays by OIC
TEC-MA-10004521,16,Epson Perfection V600 Photo Scanner
OFF-BI-10003655,9,Durable Pressboard Binders
OFF-AP-10003779,10,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection
OFF-FA-10002701,14,Alliance Rubber Bands
OFF-BI-10002799,9,"SlimView Poly Binder, 3/8"""
OFF-AR-10003582,7,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black"
FUR-FU-10004666,6,DAX Clear Channel Poster Frame
OFF-EN-10002312,13,#10 Self-Seal White Envelopes
FUR-CH-10002320,2,Hon Pagoda Stacking Chairs
OFF-AR-10001216,7,Newell 339
FUR-FU-10003247,6,36X48 HARDFLOOR CHAIRMAT
FUR-TA-10003837,4,Anderson Hickey Conga Table Tops & Accessories
TEC-PH-10002350,8,Apple EarPods with Remote and Mic
TEC-AC-10000397,12,"Perixx PERIBOARD-512B, Ergonomic Split Keyboard"
TEC-AC-10004001,12,Logitech Wireless Headset H600 Over-The-Head Design
OFF-PA-10001534,11,Xerox 230
FUR-FU-10002379,6,Eldon Econocleat Chair Mats for Low Pile Carpets
TEC-PH-10000526,8,Vtech CS6719
OFF-PA-10001977,11,Xerox 194
FUR-BO-10003660,1,"Bush Cubix Collection Bookcases, Fully Assembled"
OFF-BI-10001267,9,"Universal Recycled Hanging Pressboard Report Binders, Letter Size"
OFF-PA-10002741,11,Xerox 1980
OFF-PA-10001471,11,Strathmore Photo Frame Cards
TEC-MA-10001972,16,Okidata C331dn Printer
FUR-FU-10003464,6,"Seth Thomas 8 1/2"" Cubicle Clock"
TEC-PH-10002200,8,Aastra 6757i CT Wireless VoIP phone
OFF-PA-10004438,11,Xerox 1907
FUR-FU-10004586,6,G.E. Longer-Life Indoor Recessed Floodlight Bulbs
TEC-PH-10004908,8,Panasonic KX TS3282W Corded phone
FUR-CH-10004495,2,"Global Leather and Oak Executive Chair, Black"
TEC-MA-10000418,16,Cubify CubeX 3D Printer Double Head Print
OFF-BI-10004600,9,Ibico Ibimaster 300 Manual Binding System
OFF-BI-10004040,9,Wilson Jones Impact Binders
OFF-AR-10001615,7,Newell 34
TEC-PH-10001299,8,Polycom CX300 Desktop Phone USB VoIP phone
OFF-AR-10004260,7,Boston 1799 Powerhouse Electric Pencil Sharpener
OFF-EN-10004773,13,Staple envelope
OFF-BI-10001787,9,Wilson Jones Four-Pocket Poly Binders
OFF-ST-10002957,5,Sterilite Show Offs Storage Containers
OFF-FA-10001883,14,"Alliance Super-Size Bands, Assorted Sizes"
TEC-PH-10001644,8,"BlueLounge Milo Smartphone Stand, White/Metallic"
OFF-LA-10000407,3,Avery White Multi-Purpose Labels
TEC-AC-10000420,12,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning
OFF-EN-10004846,13,Letter or Legal Size Expandable Poly String Tie Envelopes
OFF-SU-10003567,15,Stiletto Hand Letter Openers
OFF-ST-10002301,5,Tennsco Commercial Shelving
TEC-PH-10003095,8,Samsung HM1900 Bluetooth Headset
TEC-PH-10004912,8,Cisco SPA112 2 Port Phone Adapter
OFF-AR-10000799,7,Col-Erase Pencils with Erasers
OFF-PA-10004609,11,Xerox 221
TEC-PH-10003171,8,Plantronics Encore H101 Dual Earpieces Headset
OFF-AP-10000595,10,Disposable Triple-Filter Dust Bags
TEC-AC-10003399,12,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive
TEC-MA-10002428,16,Fellowes Powershred HS-440 4-Sheet High Security Shredder
TEC-PH-10001128,8,Motorola Droid Maxx
OFF-PA-10001033,11,Xerox 1893
TEC-AC-10000474,12,Kensington Expert Mouse Optical USB Trackball for PC or Mac
FUR-FU-10002963,6,"Master Caster Door Stop, Gray"
FUR-FU-10000193,6,Tenex Chairmats For Use with Hard Floors
OFF-BI-10000962,9,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8"""
OFF-AP-10002867,10,Fellowes Command Center 5-outlet power strip
FUR-BO-10002916,1,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases"
FUR-TA-10004152,4,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf"
FUR-FU-10000672,6,"Executive Impressions 10"" Spectator Wall Clock"
FUR-BO-10002598,1,"Hon Metal Bookcases, Putty"
OFF-ST-10004950,5,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost"
OFF-PA-10004610,11,Xerox 1900
FUR-FU-10000320,6,OIC Stacking Trays
FUR-CH-10003535,2,"Global Armless Task Chair, Royal Blue"
FUR-FU-10003919,6,Eldon Executive Woodline II Cherry Finish Desk Accessories
OFF-PA-10000174,11,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book"
FUR-FU-10002703,6,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48"""
TEC-PH-10002415,8,Polycom VoiceStation 500 Conference phone
OFF-AR-10000657,7,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box"
OFF-PA-10004996,11,"Speediset Carbonless Redi-Letter 7"" x 8 1/2"""
OFF-PA-10003363,11,Xerox 204
TEC-AC-10002305,12,KeyTronic E03601U1 - Keyboard - Beige
TEC-AC-10000990,12,Imation Bio 2GB USB Flash Drive Imation Corp
FUR-BO-10001608,1,"Hon Metal Bookcases, Black"
FUR-BO-10000112,1,"Bush Birmingham Collection Bookcase, Dark Cherry"
TEC-PH-10004120,8,AT&T 1080 Phone
OFF-BI-10003476,9,Avery Metallic Poly Binders
TEC-MA-10002859,16,Ativa MDM8000 8-Sheet Micro-Cut Shredder
OFF-AP-10001947,10,Acco 6 Outlet Guardian Premium Plus Surge Suppressor
OFF-LA-10001982,3,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set
TEC-PH-10003484,8,Ooma Telo VoIP Home Phone System
OFF-PA-10000007,11,"Telephone Message Books with Fax/Mobile Section, 4 1/4"" x 6"""
OFF-PA-10000552,11,Xerox 200
TEC-MA-10001148,16,Okidata MB491 Multifunction Printer
OFF-AR-10004062,7,Staples in misc. colors
OFF-ST-10000321,5,Akro Stacking Bins
OFF-AR-10001149,7,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink"
TEC-AC-10002134,12,Rosewill 107 Normal Keys USB Wired Standard Keyboard
TEC-PH-10004071,8,PayAnywhere Card Reader
OFF-PA-10004039,11,Xerox 1882
TEC-AC-10002550,12,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack"
OFF-AR-10001725,7,Boston Home & Office Model 2000 Electric Pencil Sharpeners
OFF-AR-10004269,7,Newell 31
OFF-BI-10003007,9,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11"""
OFF-PA-10002195,11,Xerox 1966
OFF-SU-10002522,15,Acme Kleen Earth Office Shears
TEC-AC-10004859,12,"Maxell Pro 80 Minute CD-R, 10/Pack"
TEC-AC-10002558,12,Imation Swivel Flash Drive USB flash drive - 8 GB
FUR-FU-10001731,6,Acrylic Self-Standing Desk Frames
OFF-SU-10004782,15,"Elite 5"" Scissors"
OFF-SU-10000432,15,Acco Side-Punched Conventional Columnar Pads
OFF-LA-10004409,3,Avery 492
OFF-ST-10001031,5,Adjustable Personal File Tote
OFF-LA-10000476,3,"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll"
OFF-AR-10002987,7,Prismacolor Color Pencil Set
TEC-CO-10001571,17,Sharp 1540cs Digital Laser Copier
FUR-FU-10003026,6,"Eldon Regeneration Recycled Desk Accessories, Black"
OFF-ST-10001034,5,Eldon File Chest Portable File
TEC-AC-10000521,12,"Verbatim Slim CD and DVD Storage Cases, 50/Pack"
OFF-SU-10003002,15,Letter Slitter
TEC-PH-10000730,8,Samsung Galaxy S4 Active
FUR-CH-10004983,2,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms
OFF-FA-10001332,14,"Acco Banker's Clasps, 5 3/4""-Long"
TEC-AC-10001874,12,Logitech Wireless Anywhere Mouse MX for PC and Mac
OFF-BI-10000494,9,Acco Economy Flexible Poly Round Ring Binder
FUR-TA-10003469,4,Balt Split Level Computer Training Table
OFF-AR-10003179,7,Dixon Ticonderoga Core-Lock Colored Pencils
FUR-CH-10003606,2,SAFCO Folding Chair Trolley
FUR-CH-10003298,2,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal"
OFF-LA-10003537,3,Avery 515
OFF-PA-10000069,11,"TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack"
FUR-FU-10004017,6,"Executive Impressions 13"" Chairman Wall Clock"
OFF-PA-10004733,11,Things To Do Today Spiral Book
TEC-AC-10004814,12,Logitech Illuminated Ultrathin Keyboard with Backlighting
OFF-SU-10002301,15,Serrated Blade or Curved Handle Hand Letter Openers
OFF-BI-10004318,9,Ibico EB-19 Dual Function Manual Binding System
FUR-FU-10004164,6,"Eldon 300 Class Desk Accessories, Black"
TEC-AC-10001539,12,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology
TEC-PH-10002789,8,LG Exalt
OFF-BI-10004828,9,GBC Poly Designer Binding Covers
OFF-AR-10001770,7,Economy #2 Pencils
FUR-FU-10004904,6,"Eldon ""L"" Workstation Diamond Chairmat"
FUR-FU-10002396,6,"DAX Copper Panel Document Frame, 5 x 7 Size"
TEC-AC-10002331,12,"Maxell 74 Minute CDR, 10/Pack"
TEC-AC-10001090,12,Micro Innovations Wireless Classic Keyboard with Mouse
FUR-BO-10004218,1,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order"
TEC-PH-10001619,8,LG G3
OFF-PA-10000246,11,Riverleaf Stik-Withit Designer Note Cubes
OFF-PA-10001461,11,HP Office Paper (20Lb. and 87 Bright)
OFF-AR-10004165,7,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow"
OFF-EN-10001028,13,Staple envelope
TEC-PH-10003535,8,RCA ViSYS 25423RE1 Corded phone
FUR-FU-10001085,6,3M Polarizing Light Filter Sleeves
OFF-AR-10003481,7,Newell 348
OFF-PA-10002606,11,Xerox 1928
FUR-FU-10003731,6,"Eldon Expressions Wood and Plastic Desk Accessories, Oak"
OFF-AP-10001962,10,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210
FUR-FU-10003798,6,"Ultra Door Kickplate, 8""H x 34""W"
OFF-AR-10002704,7,Boston 1900 Electric Pencil Sharpener
TEC-AC-10002942,12,WD My Passport Ultra 1TB Portable External Hard Drive
TEC-MA-10001016,16,Canon PC170 Desktop Personal Copier
TEC-AC-10001553,12,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack"
FUR-FU-10001215,6,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock"
OFF-PA-10002499,11,Xerox 1890
TEC-PH-10003215,8,Jackery Bar Premium Fast-charging Portable Charger
OFF-LA-10002945,3,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
